CMDLINE C:\Users\w\sciebo\EA\TP2\venv\Scripts\python.exe main.py --amount-of-cities 4
MEM 5.832031 1657236429.4116
MEM 20.960938 1657236429.5326
MEM 29.636719 1657236429.6586
MEM 37.679688 1657236429.7846
MEM 51.519531 1657236429.9166
MEM 65.636719 1657236430.0396
MEM 71.453125 1657236430.1606
MEM 77.460938 1657236430.2836
MEM 87.171875 1657236430.4086
MEM 95.628906 1657236430.5286
MEM 101.425781 1657236430.6586
MEM 104.054688 1657236430.7726
MEM 108.421875 1657236430.8976
MEM 110.683594 1657236431.0176
MEM 112.125000 1657236431.1436
MEM 113.300781 1657236431.2626
MEM 114.761719 1657236431.3856
MEM 112.558594 1657236431.5096
