CMDLINE C:\Users\w\sciebo\EA\TP2\venv\Scripts\python.exe main.py --amount-of-cities 24
MEM 3.371094 1657236669.4165
MEM 21.640625 1657236669.5425
MEM 29.070312 1657236669.6635
MEM 34.804688 1657236669.7855
MEM 47.554688 1657236669.9075
MEM 58.402344 1657236670.0255
MEM 68.066406 1657236670.1501
MEM 76.214844 1657236670.2731
MEM 84.375000 1657236670.3971
MEM 95.558594 1657236670.5191
MEM 101.347656 1657236670.6451
MEM 104.660156 1657236670.7691
MEM 108.949219 1657236670.8901
MEM 109.898438 1657236671.0081
MEM 112.371094 1657236671.1331
MEM 113.191406 1657236671.2541
MEM 114.101562 1657236671.3751
MEM 119.882812 1657236671.4971
MEM 129.644531 1657236671.6231
MEM 137.761719 1657236671.7431
MEM 143.542969 1657236671.8641
MEM 149.511719 1657236671.9861
MEM 160.199219 1657236672.1082
MEM 165.230469 1657236672.2292
MEM 170.335938 1657236672.3502
MEM 175.453125 1657236672.4722
MEM 181.089844 1657236672.5997
MEM 195.746094 1657236672.7187
MEM 201.042969 1657236672.8428
MEM 206.214844 1657236672.9668
MEM 211.636719 1657236673.0899
MEM 216.859375 1657236673.2119
MEM 221.859375 1657236673.3342
MEM 227.011719 1657236673.4622
MEM 231.640625 1657236673.5772
MEM 236.656250 1657236673.7042
MEM 241.410156 1657236673.8262
MEM 246.683594 1657236673.9502
MEM 271.015625 1657236674.0702
MEM 276.609375 1657236674.1912
MEM 282.093750 1657236674.3142
MEM 287.417969 1657236674.4376
MEM 292.253906 1657236674.5576
MEM 296.953125 1657236674.6816
MEM 301.765625 1657236674.8026
MEM 306.449219 1657236674.9295
MEM 310.792969 1657236675.0486
MEM 315.472656 1657236675.1706
MEM 318.972656 1657236675.3008
MEM 322.015625 1657236675.4298
MEM 325.003906 1657236675.5588
MEM 327.773438 1657236675.6848
MEM 330.054688 1657236675.8118
MEM 333.613281 1657236675.9458
MEM 337.070312 1657236676.0644
MEM 341.453125 1657236676.1879
MEM 345.406250 1657236676.3119
MEM 348.832031 1657236676.4339
MEM 352.328125 1657236676.5584
MEM 356.042969 1657236676.6799
MEM 360.292969 1657236676.7989
MEM 364.152344 1657236676.9269
MEM 368.304688 1657236677.0455
MEM 372.785156 1657236677.1650
MEM 377.226562 1657236677.2860
MEM 420.089844 1657236677.4150
MEM 424.394531 1657236677.5300
MEM 428.707031 1657236677.6570
MEM 431.281250 1657236677.7900
MEM 435.351562 1657236677.9154
MEM 439.332031 1657236678.0401
MEM 443.371094 1657236678.1611
MEM 447.648438 1657236678.2851
MEM 451.878906 1657236678.4051
MEM 455.628906 1657236678.5321
MEM 459.144531 1657236678.6541
MEM 463.214844 1657236678.7691
MEM 467.320312 1657236678.8921
MEM 472.046875 1657236679.0168
MEM 476.863281 1657236679.1388
