CMDLINE C:\Users\w\sciebo\EA\TP2\venv\Scripts\python.exe main.py --amount-of-cities 14
MEM 3.871094 1657236442.1096
MEM 20.628906 1657236442.2306
MEM 29.402344 1657236442.3546
MEM 36.062500 1657236442.4756
MEM 50.738281 1657236442.6086
MEM 63.328125 1657236442.7356
MEM 71.156250 1657236442.8556
MEM 77.324219 1657236442.9819
MEM 87.562500 1657236443.1039
MEM 95.792969 1657236443.2289
MEM 103.277344 1657236443.3509
MEM 105.199219 1657236443.4739
MEM 109.347656 1657236443.5919
MEM 110.957031 1657236443.7139
MEM 112.851562 1657236443.8369
MEM 113.531250 1657236443.9599
MEM 115.257812 1657236444.0829
MEM 122.609375 1657236444.2098
MEM 127.417969 1657236444.3348
MEM 113.765625 1657236444.4498
