CMDLINE C:\Users\w\sciebo\EA\TP2\venv\Scripts\python.exe main.py --amount-of-cities 8
MEM 4.324219 1657236434.8211
MEM 19.714844 1657236434.9431
MEM 26.976562 1657236435.0651
MEM 32.367188 1657236435.1891
MEM 47.382812 1657236435.3041
MEM 59.148438 1657236435.4341
MEM 65.753906 1657236435.5541
MEM 74.351562 1657236435.6781
MEM 77.746094 1657236435.8021
MEM 85.667969 1657236435.9341
MEM 92.718750 1657236436.0711
MEM 97.261719 1657236436.2041
MEM 103.777344 1657236436.3561
MEM 104.808594 1657236436.4911
MEM 108.933594 1657236436.6171
MEM 109.910156 1657236436.7481
MEM 111.972656 1657236436.8721
MEM 112.902344 1657236436.9901
MEM 114.035156 1657236437.1148
MEM 116.433594 1657236437.2338
